Chrom	Start	End	Module	Gene
chr1	28974460	28975929	Module_901	TAF12
chr1	28974460	28975929	Module_901	GMEB1
chr1	28974460	28975929	Module_901	SNHG12
chr13	29012730	29013497	Module_9670	FLT1
chr15	29121329	29121955	Module_11633	APBA2
chr15	29121329	29121955	Module_11633	HERC2P9
chr22	29278802	29281316	Module_24262	ZNRF3
chr22	29384947	29385829	Module_24272	ZNRF3
chr22	29278802	29281316	Module_24262	XBP1
chr22	29278802	29281316	Module_24262	TTC28
chr12	29301961	29303029	Module_8030	ERGIC2
chr12	29301961	29303029	Module_8030	FAR2
chr12	29381526	29382355	Module_8033	FAR2
chr12	29935658	29937147	Module_8039	TMTC1
chr16	30388750	30390665	Module_13517	TBC1D10B
chr16	30411464	30412173	Module_13518	TBC1D10B
chr16	30388750	30390665	Module_13517	CD2BP2
chr16	30411464	30412173	Module_13518	CD2BP2
chr16	30388750	30390665	Module_13517	DCTPP1
chr16	30411464	30412173	Module_13518	DCTPP1
chr16	30388750	30390665	Module_13517	ZNF48
chr16	30411464	30412173	Module_13518	ZNF48
chr20	30605747	30607347	Module_22631	CCM2L
chr20	30605747	30607347	Module_22631	TM9SF4
chr20	30605747	30607347	Module_22631	HCK
chr16	30669227	30670310	Module_13530	FBRS
chr16	30669227	30670310	Module_13530	ZNF689
chr16	30669227	30670310	Module_13530	PRR14
chr16	30786528	30787289	Module_13531	PHKG2
chr4	30718728	30720013	Module_27887	PCDH7
chr16	30786528	30787289	Module_13531	ZNF629
chr16	30786528	30787289	Module_13531	RNF40
chr22	30818914	30820306	Module_24342	MTFP1
chr22	30818914	30820306	Module_24342	SEC14L2
chr22	30818914	30820306	Module_24342	GAL3ST1
chr22	30818914	30820306	Module_24342	SEC14L4
chr22	30818914	30820306	Module_24342	TBC1D10A
chr22	30818914	30820306	Module_24342	RNF215
chr16	30921637	30922278	Module_13535	BCL7C
chr16	30921637	30922278	Module_13535	FBXL19
chr20	30932430	30933212	Module_22643	ASXL1
chr20	30946700	30947355	Module_22644	ASXL1
chr20	31044569	31045785	Module_22645	ASXL1
chr16	31142062	31142650	Module_13554	KAT8
chr16	31142062	31142650	Module_13554	PRSS8
chr16	31142062	31142650	Module_13554	VKORC1
chr16	31256725	31257466	Module_13561	PYDC1
chr16	31256725	31257466	Module_13561	TRIM72
chr15	31442948	31443659	Module_11670	MTMR10
chr15	31442948	31443659	Module_11670	ARHGAP11B
chr15	31600376	31601010	Module_11679	ARHGAP11B
chr22	31480703	31481720	Module_24362	RNF185
chr22	31480703	31481720	Module_24362	SMTN
chr22	31480703	31481720	Module_24362	INPP5J
chr22	31480703	31481720	Module_24362	MORC2
chr22	31480703	31481720	Module_24362	PLA2G3
chr22	31738426	31740034	Module_24381	LIMK2
chr22	31480703	31481720	Module_24362	MORC2-AS1
chr15	31600376	31601010	Module_11679	KLF13
chr1	31627414	31628545	Module_945	NKAIN1
chr1	31627414	31628545	Module_945	PUM1
chr1	31627414	31628545	Module_945	SNRNP40
chr1	31627414	31628545	Module_945	ZCCHC17
chr1	31627414	31628545	Module_945	SDC3
chr22	31738426	31740034	Module_24381	PIK3IP1
chr22	31738426	31740034	Module_24381	DRG1
chr22	31738426	31740034	Module_24381	PATZ1
chr12	31885811	31887043	Module_8072	AMN1
chr19	31908554	31909303	Module_18361	TSHZ3
chr19	31909817	31910426	Module_18362	TSHZ3
chr11	32094628	32095231	Module_5991	RCN1
chr12	32166211	32166830	Module_8077	KIAA1551
chr1	32179947	32181374	Module_973	COL16A1
chr1	32179947	32181374	Module_973	PEF1
chr18	32239550	32240682	Module_16822	DTNA
chr5	32276217	32276842	Module_29419	MTMR12
chr9	32344274	32345650	Module_37310	ACO1
chr12	32551879	32553070	Module_8082	YARS2
chr12	32551879	32553070	Module_8082	FGD4
chr12	32551879	32553070	Module_8082	DNM1L
chr12	32551879	32553070	Module_8082	ALG10
chr1	32705033	32706318	Module_995	TXLNA
chr1	32705033	32706318	Module_995	MTMR9LP
chr1	32739321	32741199	Module_998	MTMR9LP
chr1	32705033	32706318	Module_995	CCDC28B
chr1	32705033	32706318	Module_995	LCK
chr1	32739321	32741199	Module_998	LCK
chr1	32705033	32706318	Module_995	EIF3I
chr1	32705033	32706318	Module_995	TMEM234
chr1	32705033	32706318	Module_995	IQCC
chr1	32705033	32706318	Module_995	HDAC1
chr1	32739321	32741199	Module_998	HDAC1
chr1	32816828	32817590	Module_1002	HDAC1
chr1	32816828	32817590	Module_1002	MARCKSL1
chr1	32816828	32817590	Module_1002	ZBTB8B
chr1	32816828	32817590	Module_1002	BSDC1
chr3	32821964	32823351	Module_25375	CNOT10
chr3	32857816	32858600	Module_25378	CNOT10
chr3	32821964	32823351	Module_25375	TRIM71
chr3	32857816	32858600	Module_25378	TRIM71
chr3	32884486	32886075	Module_25385	TRIM71
chr21	32886763	32887514	Module_23538	TIAM1
chr21	32886763	32887514	Module_23538	LOC150051
chr2	33171766	33173203	Module_19862	LTBP1
chr1	33207087	33208358	Module_1016	KIAA1522
chr1	33224943	33226193	Module_1019	KIAA1522
chr1	33226469	33227068	Module_1021	KIAA1522
chr1	33207087	33208358	Module_1016	YARS
chr1	33224943	33226193	Module_1019	YARS
chr1	33226469	33227068	Module_1021	YARS
chr1	33207087	33208358	Module_1016	S100PBP
chr1	33224943	33226193	Module_1019	S100PBP
chr1	33226469	33227068	Module_1021	S100PBP
chr1	33207087	33208358	Module_1016	RBBP4
chr1	33207087	33208358	Module_1016	ZBTB8OS
chr17	33415520	33416698	Module_15115	LIG3
chr17	33415520	33416698	Module_15115	RAD51D
chr17	33415520	33416698	Module_15115	NLE1
chr17	33415520	33416698	Module_15115	RFFL
chr17	33415520	33416698	Module_15115	ZNF830
chr17	33415520	33416698	Module_15115	FNDC8
chr17	33415520	33416698	Module_15115	SLFN5
chr1	33829274	33829957	Module_1054	PHC2
chr1	33829274	33829957	Module_1054	ZNF362
chr1	33829274	33829957	Module_1054	ZSCAN20
chr6	34099142	34100041	Module_31714	GRM4
chr13	34116550	34117271	Module_9745	RFC3
chr20	34541871	34542727	Module_22758	SCAND1
chr20	34541871	34542727	Module_22758	EPB41L1
chr20	34679322	34680099	Module_22766	EPB41L1
chr9	34577695	34578639	Module_37359	RPP25L
chr21	35057204	35057813	Module_23596	ITSN1
chr21	35057204	35057813	Module_23596	CRYZL1
chr15	35312153	35313178	Module_11722	AQR
chr15	35353739	35354336	Module_11723	AQR
chr1	35350583	35351802	Module_1072	SMIM12
chr6	35453064	35454527	Module_31769	TULP1
chr6	35453064	35454527	Module_31769	RPL10A
chr6	35453064	35454527	Module_31769	FANCE
chr6	35453064	35454527	Module_31769	TEAD3
chr13	35488457	35489157	Module_9749	NBEA
chr6	35699054	35700183	Module_31783	CLPSL2
chr17	35715424	35716544	Module_15160	ACACA
chr17	35715424	35716544	Module_15160	TADA2A
chr9	35756477	35757423	Module_37410	CREB3
chr9	35756477	35757423	Module_37410	TLN1
chr9	35756477	35757423	Module_37410	GBA2
chr9	35756477	35757423	Module_37410	NPR2
chr9	35756477	35757423	Module_37410	TPM2
chr22	35772588	35774211	Module_24438	HMOX1
chr22	35772588	35774211	Module_24438	TOM1
chr22	35772588	35774211	Module_24438	MCM5
chr20	35873965	35874706	Module_22814	RPN2
chr20	35880196	35880758	Module_22815	RPN2
chr20	35873965	35874706	Module_22814	SRC
chr20	35880196	35880758	Module_22815	SRC
chr20	36024432	36025200	Module_22831	SRC
chr20	36024830	36026195	Module_22832	SRC
chr20	35873965	35874706	Module_22814	RBL1
chr19	35999925	36001862	Module_18466	TMEM147
chr19	35999925	36001862	Module_18466	DMKN
chr19	35999925	36001862	Module_18466	GAPDHS
chr11	36023535	36024181	Module_6058	LDLRAD3
chr11	36131268	36132195	Module_6061	COMMD9
chr11	36476253	36477039	Module_6081	COMMD9
chr1	36156567	36157345	Module_1094	PSMB2
chr1	36172529	36173865	Module_1098	PSMB2
chr1	36156567	36157345	Module_1094	C1orf216
chr1	36172529	36173865	Module_1098	C1orf216
chr1	36172529	36173865	Module_1098	CLSPN
chr1	36172529	36173865	Module_1098	AGO4
chr19	36360354	36361143	Module_18496	KIRREL2
chr19	36360354	36361143	Module_18496	APLP1
chr19	36360354	36361143	Module_18496	NFKBID
chr13	36431619	36432459	Module_9757	DCLK1
chr13	36561942	36562715	Module_9760	DCLK1
chr11	36476253	36477039	Module_6081	TRAF6
chr11	36476253	36477039	Module_6081	PRR5L
chr11	36476253	36477039	Module_6081	C11orf74
chr9	36487064	36488147	Module_37438	RNF38
chr9	36487064	36488147	Module_37438	MELK
chr13	36561942	36562715	Module_9760	SOHLH2
chr13	36704700	36705739	Module_9761	SOHLH2
chr13	36704700	36705739	Module_9761	SPG20
chr5	36744748	36745888	Module_29489	SLC1A3
chr6	36826151	36826799	Module_31823	PPIL1
chr6	36826151	36826799	Module_31823	C6orf89
chr7	37071440	37072140	Module_33923	ELMO1
chr7	37287940	37288440	Module_33928	ELMO1
chr6	37189623	37190697	Module_31836	TBC1D22B
chr6	37189623	37190697	Module_31836	PIM1
chr6	37189623	37190697	Module_31836	RNF8
chr6	37533274	37534412	Module_31852	CMTR1
chr20	37407911	37408683	Module_22868	PPP1R16B
chr20	37407911	37408683	Module_22868	ACTR5
chr2	37432202	37433618	Module_19897	CEBPZ
chr2	37551323	37552392	Module_19902	CEBPZ
chr2	37432202	37433618	Module_19897	NDUFAF7
chr2	37551323	37552392	Module_19902	NDUFAF7
chr2	37432202	37433618	Module_19897	PRKD3
chr2	37551323	37552392	Module_19902	PRKD3
chr6	37533274	37534412	Module_31852	CCDC167
chr22	37594988	37595892	Module_24501	C1QTNF6
chr17	37851505	37852910	Module_15255	PGAP3
chr17	37851505	37852910	Module_15255	ERBB2
chr17	37851505	37852910	Module_15255	PNMT
chr22	38213634	38215239	Module_24536	TRIOBP
chr22	38213634	38215239	Module_24536	GCAT
chr22	38213634	38215239	Module_24536	ANKRD54
chr22	38213634	38215239	Module_24536	EIF3L
chr22	38213634	38215239	Module_24536	H1F0
chr21	38338352	38339518	Module_23642	PIGP
chr21	38338352	38339518	Module_23642	TTC3
chr21	38338352	38339518	Module_23642	HLCS
chr22	38363891	38364610	Module_24548	C22orf23
chr22	38363891	38364610	Module_24548	POLR2F
chr15	38543247	38544536	Module_11738	SPRED1
chr22	38721414	38722255	Module_24589	CSNK1E
chr22	38721414	38722255	Module_24589	TMEM184B
chr22	38721414	38722255	Module_24589	LOC400927
chr8	38794291	38795577	Module_36015	ADAM9
chr8	38794291	38795577	Module_36015	TM2D2
chr4	39046032	39047048	Module_27921	KLHL5
chr4	39046032	39047048	Module_27921	FAM114A1
chr4	39046032	39047048	Module_27921	WDR19
chr19	39173841	39174564	Module_18567	ACTN4
chr19	39173841	39174564	Module_18567	MAP4K1
chr19	39173841	39174564	Module_18567	EIF3K
chr13	39198713	39199451	Module_9789	FREM2
chr1	39418930	39419584	Module_1185	AKIRIN1
chr19	39521626	39522618	Module_18581	FBXO27
chr19	39521626	39522618	Module_18581	FBXO17
chr8	39807210	39808560	Module_36028	IDO1
chr15	40178853	40180078	Module_11747	GPR176
chr15	40178853	40180078	Module_11747	EIF2AK4
chr20	40321194	40322564	Module_22899	CHD6
chr22	40405102	40405817	Module_24690	FAM83F
chr22	40405102	40405817	Module_24690	LOC100130899
chr17	40671504	40672476	Module_15396	NAGLU
chr15	40803604	40804261	Module_11798	CHST14
chr15	40803604	40804261	Module_11798	RPUSD2
chr15	40803604	40804261	Module_11798	C15orf57
chr17	40829943	40830646	Module_15407	PLEKHH3
chr17	40829943	40830646	Module_15407	CNTNAP1
chr17	40829943	40830646	Module_15407	TUBG2
chr17	40829943	40830646	Module_15407	EZH1
chr17	40829943	40830646	Module_15407	TUBG1
chr17	40829943	40830646	Module_15407	FAM134C
chr17	40829943	40830646	Module_15407	RAMP2
chr19	40926710	40927488	Module_18630	PRX
chr19	40926710	40927488	Module_18630	BLVRB
chr19	40926710	40927488	Module_18630	SERTAD3
chr19	40926710	40927488	Module_18630	SERTAD1
chr19	40926710	40927488	Module_18630	PLD3
chr19	40926710	40927488	Module_18630	C19orf47
chr19	40926710	40927488	Module_18630	AKT2
chr19	41119027	41119856	Module_18647	SHKBP1
chr19	41119027	41119856	Module_18647	LTBP4
chr13	41254629	41255377	Module_9813	SLC25A15
chr13	41254629	41255377	Module_9813	MRPS31
chr13	41254629	41255377	Module_9813	ELF1
chr13	41254629	41255377	Module_9813	FOXO1
chr13	41254629	41255377	Module_9813	WBP4
chr4	41329640	41330174	Module_27978	UCHL1
chr4	41329640	41330174	Module_27978	LIMCH1
chr22	41417629	41418498	Module_24724	EP300
chr22	41418058	41418969	Module_24725	EP300
chr22	41487193	41487892	Module_24726	EP300
chr22	41417629	41418498	Module_24724	SLC25A17
chr22	41417629	41418498	Module_24724	ST13
chr22	41418058	41418969	Module_24725	ST13
chr22	41417629	41418498	Module_24724	RBX1
chr22	41418058	41418969	Module_24725	RBX1
chr22	41487193	41487892	Module_24726	RBX1
chr22	41487193	41487892	Module_24726	L3MBTL2
chr22	41633495	41634816	Module_24730	L3MBTL2
chr6	41545634	41547166	Module_31901	MDFI
chr6	41611948	41612643	Module_31904	MDFI
chr17	41608005	41608546	Module_15428	ETV4
chr8	41612780	41613280	Module_36073	ANK1
chr22	41633495	41634816	Module_24730	RANGAP1
chr22	41633495	41634816	Module_24730	ZC3H7B
chr6	41697242	41697742	Module_31912	TOMM6
chr6	41697242	41697742	Module_31912	TFEB
chr22	41809336	41810236	Module_24735	PHF5A
chr22	41809336	41810236	Module_24735	TOB2
chr22	41809336	41810236	Module_24735	TEF
chr15	41913268	41914297	Module_11841	RPAP1
chr15	41913268	41914297	Module_11841	MGA
chr6	42104206	42105434	Module_31936	C6orf132
chr6	42104206	42105434	Module_31936	GUCA1A
chr6	42104206	42105434	Module_31936	MRPS10
chr6	42104206	42105434	Module_31936	TAF8
chr17	42276397	42277525	Module_15462	ASB16-AS1
chr17	42276397	42277525	Module_15462	ATXN7L3
chr17	42276397	42277525	Module_15462	TMUB2
chr17	42276397	42277525	Module_15462	UBTF
chr17	42276397	42277525	Module_15462	C17orf53
chr17	42276397	42277525	Module_15462	HDAC5
chr22	42315570	42316576	Module_24755	SEPT3
chr22	42315570	42316576	Module_24755	CENPM
chr17	42357176	42357681	Module_15469	RUNDC3A
chr13	42614153	42616243	Module_9825	VWA8
chr13	42622577	42623726	Module_9827	VWA8
chr17	42626543	42627369	Module_15492	FZD2
chr19	42757724	42758574	Module_18720	DEDD2
chr19	42757724	42758574	Module_18720	PAFAH1B3
chr19	42757724	42758574	Module_18720	ERF
chr19	42757724	42758574	Module_18720	CIC
chr19	42757724	42758574	Module_18720	ZNF526
chr19	42757724	42758574	Module_18720	GSK3A
chr12	42879531	42880177	Module_8147	PRICKLE1
chr22	43045018	43045869	Module_24802	A4GALT
chr22	43138965	43139961	Module_24810	A4GALT
chr22	43045018	43045869	Module_24802	SERHL2
chr22	43045018	43045869	Module_24802	CYB5R3
chr22	43045018	43045869	Module_24802	POLDIP3
chr13	43166693	43168062	Module_9837	TNFSF11
chr17	43220907	43222540	Module_15529	ACBD4
chr17	43225190	43226179	Module_15530	ACBD4
chr17	43238641	43239379	Module_15533	ACBD4
chr17	43220907	43222540	Module_15529	HEXIM2
chr17	43225190	43226179	Module_15530	HEXIM2
chr17	43238641	43239379	Module_15533	HEXIM2
chr17	43220907	43222540	Module_15529	PLCD3
chr17	43225190	43226179	Module_15530	PLCD3
chr17	43238641	43239379	Module_15533	PLCD3
chr17	43238641	43239379	Module_15533	MAP3K14-AS1
chr17	43238641	43239379	Module_15533	NMT1
chr17	43238641	43239379	Module_15533	DCAKD
chr6	43394903	43395813	Module_31997	ABCC10
chr6	43394903	43395813	Module_31997	ZNF318
chr6	43394903	43395813	Module_31997	TJAP1
chr6	43436643	43437440	Module_32000	TJAP1
chr6	43394903	43395813	Module_31997	CRIP3
chr6	43394903	43395813	Module_31997	POLR1C
chr22	43410366	43411502	Module_24824	BIK
chr22	43410366	43411502	Module_24824	TSPO
chr22	43410366	43411502	Module_24824	MCAT
chr22	43410366	43411502	Module_24824	PACSIN2
chr22	43410366	43411502	Module_24824	TTLL1
chr1	43432655	43433365	Module_1264	SLC2A1
chr1	43432655	43433365	Module_1264	SLC2A1-AS1
chr10	43891274	43892917	Module_4190	RASGEF1A
chr10	43891274	43892917	Module_4190	ZNF485
chr10	43891274	43892917	Module_4190	ZNF239
chr10	43891274	43892917	Module_4190	HNRNPF
chr21	43934549	43935345	Module_23744	SLC37A1
chr11	43975648	43976542	Module_6104	C11orf96
chr11	43975648	43976542	Module_6104	ALKBH3
chr21	44357424	44358018	Module_23763	WDR4
chr21	44379598	44380276	Module_23765	WDR4
chr21	44357424	44358018	Module_23763	PKNOX1
chr21	44377010	44377594	Module_23764	PKNOX1
chr21	44379598	44380276	Module_23765	PKNOX1
chr21	44357424	44358018	Module_23763	NDUFV3
chr21	44379598	44380276	Module_23765	NDUFV3
chr2	44362160	44363010	Module_20008	PPM1B
chr1	44495499	44496703	Module_1306	ATP6V0B
chr1	44495499	44496703	Module_1306	DPH2
chr1	44495499	44496703	Module_1306	B4GALT2
chr1	44495499	44496703	Module_1306	CCDC24
chr1	44495499	44496703	Module_1306	SLC6A9
chr10	44866064	44866724	Module_4208	CXCL12
chr1	44882841	44883903	Module_1321	RNF220
chr1	44882841	44883903	Module_1321	ERI3
chr11	44984405	44985233	Module_6147	TP53I11
chr11	44986027	44986597	Module_6148	TP53I11
chr1	45097204	45098360	Module_1323	TMEM53
chr1	45097204	45098360	Module_1323	KIF2C
chr1	45285185	45286297	Module_1338	RPS8
chr7	45599487	45600317	Module_34056	ADCY1
chr22	45663730	45665577	Module_24918	FAM118A
chr22	45663730	45665577	Module_24918	KIAA0930
chr3	45725809	45726434	Module_25571	SACM1L
chr3	45725809	45726434	Module_25571	LIMD1-AS1
chr17	45770994	45772115	Module_15568	TBKBP1
chr17	45770994	45772115	Module_15568	OSBPL7
chr17	45770994	45772115	Module_15568	KPNB1
chr17	45770994	45772115	Module_15568	NPEPPS
chr22	45899382	45900040	Module_24923	FBLN1
chr22	45899732	45901300	Module_24924	FBLN1
chr11	45943777	45944721	Module_6177	MAPK8IP1
chr11	45943777	45944721	Module_6177	PEX16
chr11	45943777	45944721	Module_6177	CRY2
chr20	45947826	45948756	Module_23031	ZMYND8
chr19	46011547	46012936	Module_18822	VASP
chr19	46011547	46012936	Module_18822	RTN2
chr19	46011547	46012936	Module_18822	PPM1N
chr17	46072492	46073079	Module_15589	CDK5RAP3
chr17	46072492	46073079	Module_15589	PRR15L
chr17	46072492	46073079	Module_15589	PNPO
chr17	46132820	46133543	Module_15597	NFE2L1
chr19	46118894	46119883	Module_18829	OPA3
chr19	46118894	46119883	Module_18829	EML2
chr3	46587197	46587806	Module_25576	TDGF1
chr3	46615596	46616135	Module_25579	TDGF1
chr3	46640940	46641579	Module_25584	TDGF1
chr3	46587197	46587806	Module_25576	LRRC2
chr3	46615596	46616135	Module_25579	LRRC2
chr3	46640940	46641579	Module_25584	LRRC2
chr1	46663778	46664505	Module_1366	RAD54L
chr1	46663778	46664505	Module_1366	POMGNT1
chr1	46663778	46664505	Module_1366	PIK3R3
chr1	46663778	46664505	Module_1366	UQCRH
chr1	46663778	46664505	Module_1366	LRRC41
chr6	46716770	46717940	Module_32076	PLA2G7
chr21	46823888	46826021	Module_23893	COL18A1
chr22	46896048	46896579	Module_24945	CELSR1
chr22	46906059	46906594	Module_24948	CELSR1
chr18	47026709	47027370	Module_16959	RPL17
chr18	47026709	47027370	Module_16959	RPL17-C18orf32
chr18	47026709	47027370	Module_16959	C18orf32
chr18	47026709	47027370	Module_16959	DYM
chr18	47026709	47027370	Module_16959	LIPG
chr17	47073331	47074204	Module_15612	SNF8
chr17	47090690	47091394	Module_15614	SNF8
chr17	47073331	47074204	Module_15612	ATP5G1
chr17	47090690	47091394	Module_15614	ATP5G1
chr17	47073331	47074204	Module_15612	IGF2BP1
chr17	47090690	47091394	Module_15614	IGF2BP1
chr17	47073331	47074204	Module_15612	UBE2Z
chr17	47090690	47091394	Module_15614	UBE2Z
chr17	47090690	47091394	Module_15614	TTLL6
chr19	47363194	47364644	Module_18897	SLC1A5
chr19	47363194	47364644	Module_18897	AP2S1
chr19	47363194	47364644	Module_18897	ARHGAP35
chr20	47367652	47368278	Module_23053	PREX1
chr6	47396216	47397057	Module_32081	CD2AP
chr11	47574408	47575161	Module_6248	CELF1
chr11	47574408	47575161	Module_6248	MTCH2
chr11	47574408	47575161	Module_6248	NDUFS3
chr11	47574408	47575161	Module_6248	KBTBD4
chr19	47660653	47661333	Module_18913	SAE1
chr19	47730706	47731958	Module_18915	SAE1
chr19	47660653	47661333	Module_18913	ZC3H4
chr19	47729236	47729994	Module_18914	BBC3
chr19	47730706	47731958	Module_18915	BBC3
chr19	47730706	47731958	Module_18915	DHX34
chr17	48341442	48342357	Module_15675	TMEM92
chr12	48416568	48417674	Module_8213	COL2A1
chr3	48514375	48515062	Module_25640	PFKFB4
chr3	48514375	48515062	Module_25640	SHISA5
chr3	48514375	48515062	Module_25640	PLXNB1
chr3	48514375	48515062	Module_25640	TMA7
chr3	48514375	48515062	Module_25640	CCDC51
chr3	48514375	48515062	Module_25640	ATRIP
chr3	48514375	48515062	Module_25640	COL7A1
chr12	48536534	48537329	Module_8216	SENP1
chr12	48536534	48537329	Module_8216	ASB8
chr12	48536534	48537329	Module_8216	PFKM
chr8	48678062	48678777	Module_36116	CEBPD
chr20	48782293	48782973	Module_23111	TMEM189
chr20	48782293	48782973	Module_23111	CEBPB
chr22	48765719	48766219	Module_24973	FAM19A5
chr2	48787508	48788351	Module_20074	STON1
chr19	48824548	48825353	Module_18975	TMEM143
chr19	48903082	48904112	Module_18983	TMEM143
chr19	48824548	48825353	Module_18975	EMP3
chr19	48824548	48825353	Module_18975	CARD8
chr19	48824548	48825353	Module_18975	ZNF114
chr19	48903082	48904112	Module_18983	KDELR1
chr19	48995950	48997262	Module_18990	GRWD1
chr19	48995950	48997262	Module_18990	LMTK3
chr19	48995950	48997262	Module_18990	CYTH2
chr12	49208127	49209622	Module_8228	CACNB3
chr12	49208127	49209622	Module_8228	DDX23
chr12	49277037	49277811	Module_8232	DDX23
chr12	49208127	49209622	Module_8228	ADCY6
chr12	49208127	49209622	Module_8228	RND1
chr12	49277037	49277811	Module_8232	RND1
chr3	49210845	49211555	Module_25669	KLHDC8B
chr3	49210845	49211555	Module_25669	CCDC71
chr19	49255729	49256443	Module_19020	FUT1
chr19	49255729	49256443	Module_19020	RASIP1
chr19	49255729	49256443	Module_19020	FUT2
chr19	49255729	49256443	Module_19020	BCAT2
chr19	49255729	49256443	Module_19020	HSD17B14
chr12	49277037	49277811	Module_8232	FKBP11
chr12	49362012	49362512	Module_8237	FKBP11
chr12	49453845	49454900	Module_8248	FKBP11
chr12	49362012	49362512	Module_8237	ARF3
chr12	49453845	49454900	Module_8248	RHEBL1
chr12	49453845	49454900	Module_8248	PRKAG1
chr12	49453845	49454900	Module_8248	LMBR1L
chr12	49453845	49454900	Module_8248	TUBA1A
chr12	49658345	49659120	Module_8261	TUBA1A
chr12	49453845	49454900	Module_8248	TUBA1C
chr12	49658345	49659120	Module_8261	TUBA1C
chr12	49453845	49454900	Module_8248	TUBA1B
chr20	49486999	49487863	Module_23143	MOCS3
chr20	49608794	49610096	Module_23148	MOCS3
chr20	49486999	49487863	Module_23143	KCNG1
chr20	49608794	49610096	Module_23148	KCNG1
chr20	49486999	49487863	Module_23143	ADNP
chr20	49486999	49487863	Module_23143	BCAS4
chr20	49486999	49487863	Module_23143	DPM1
chr20	49608794	49610096	Module_23148	DPM1
chr19	49651878	49653145	Module_19053	TRPM4
chr19	49653271	49654020	Module_19054	TRPM4
chr19	49651878	49653145	Module_19053	PPFIA3
chr19	49653271	49654020	Module_19054	PPFIA3
chr19	49651878	49653145	Module_19053	C19orf73
chr19	49653271	49654020	Module_19054	C19orf73
chr19	49651878	49653145	Module_19053	HRC
chr19	49653271	49654020	Module_19054	HRC
chr19	49651878	49653145	Module_19053	LIN7B
chr19	49653271	49654020	Module_19054	LIN7B
chr12	49658345	49659120	Module_8261	TROAP
chr10	49731317	49732617	Module_4281	ARHGAP22
chr19	49945631	49947235	Module_19067	ALDH16A1
chr19	49945631	49947235	Module_19067	RPL13A
chr19	49945631	49947235	Module_19067	PIH1D1
chr19	49945631	49947235	Module_19067	RPS11
chr19	49945631	49947235	Module_19067	FCGRT
chr14	50100213	50101401	Module_10620	RPS29
chr14	50100213	50101401	Module_10620	DNAAF2
chr14	50100213	50101401	Module_10620	MGAT2
chr14	50100213	50101401	Module_10620	LRR1
chr14	50100213	50101401	Module_10620	RPL36AL
chr14	50100213	50101401	Module_10620	POLE2
chr12	50276092	50277115	Module_8291	BCDIN3D
chr3	50297289	50298432	Module_25713	RBM5-AS1
chr3	50358723	50359332	Module_25719	RBM5-AS1
chr3	50297289	50298432	Module_25713	RBM5
chr3	50358723	50359332	Module_25719	RBM5
chr3	50358723	50359332	Module_25719	CACNA2D2
chr3	50552922	50554229	Module_25725	CACNA2D2
chr3	50358723	50359332	Module_25719	CYB561D2
chr3	50358723	50359332	Module_25719	NPRL2
chr3	50358723	50359332	Module_25719	TMEM115
chr7	50446733	50447290	Module_34095	FIGNL1
chr7	51394251	51395401	Module_34129	GRB10
chr3	50552922	50554229	Module_25725	C3orf18
chr3	50552922	50554229	Module_25725	HEMK1
chr13	50573095	50573626	Module_9936	DLEU1
chr13	50573095	50573626	Module_9936	TRIM13
chr13	50573095	50573626	Module_9936	SPRYD7
chr19	50718066	50718801	Module_19109	MYH14
chr19	50718066	50718801	Module_19109	IZUMO2
chr20	50721032	50723109	Module_23163	ZFP64
chr16	51186022	51186615	Module_13664	SALL1
chr16	51188368	51190273	Module_13665	SALL1
chr16	51215154	51215804	Module_13666	SALL1
chr7	51394251	51395401	Module_34129	COBL
chr19	51842074	51843625	Module_19163	ETFB
chr19	51857329	51858450	Module_19164	ETFB
chr19	51842074	51843625	Module_19163	IGLON5
chr19	51842074	51843625	Module_19163	VSIG10L
chr19	51857329	51858450	Module_19164	VSIG10L
chr1	51888837	51889481	Module_1435	TTC39A
chr1	51888837	51889481	Module_1435	EPS15
chr1	52195133	52195837	Module_1441	EPS15
chr5	52095104	52096240	Module_29576	ITGA2
chr5	52095104	52096240	Module_29576	PELO
chr5	52095104	52096240	Module_29576	ITGA1
chr1	52195133	52195837	Module_1441	OSBPL9
chr3	52201269	52201809	Module_25767	POC1A
chr3	52201269	52201809	Module_25767	ALAS1
chr12	52222631	52223355	Module_8323	FIGNL2
chr12	52256966	52258332	Module_8332	FIGNL2
chr12	52256966	52258332	Module_8332	ACVR1B
chr19	52411183	52412355	Module_19174	ZNF577
chr19	52411183	52412355	Module_19174	ZNF649
chr19	52411183	52412355	Module_19174	ZNF613
chr12	52423448	52424036	Module_8341	NR4A1
chr12	52423448	52424036	Module_8341	GRASP
chr6	52929540	52930663	Module_32118	ICK
chr6	52984668	52985346	Module_32119	ICK
chr6	52929540	52930663	Module_32118	FBXO9
chr6	52984668	52985346	Module_32119	FBXO9
chr6	52929540	52930663	Module_32118	GSTA4
chr15	53037346	53037985	Module_11971	FAM214A
chr1	53128351	53129154	Module_1464	ZYG11B
chr1	53144590	53145430	Module_1466	ZYG11B
chr13	53425459	53426165	Module_9993	HNRNPA1L2
chr13	53425459	53426165	Module_9993	PCDH8
chr12	53440126	53441870	Module_8371	IGFBP6
chr12	53440126	53441870	Module_8371	SPRYD3
chr12	53440126	53441870	Module_8371	EIF4B
chr12	53614456	53615768	Module_8387	ESPL1
chr12	53635340	53636059	Module_8391	ESPL1
