Chrom	Start	End	Module	Gene	Sample
chr9	35756477	35757423	Module_37410	CREB3	24h_sample
chr9	35756477	35757423	Module_37410	CREB3	12h_sample
chr9	35756477	35757423	Module_37410	CREB3	6h_sample
chr9	35756477	35757423	Module_37410	CREB3	0h_sample
chr9	35756477	35757423	Module_37410	TLN1	72h_sample
chr9	35756477	35757423	Module_37410	TLN1	48h_sample
chr9	35756477	35757423	Module_37410	TLN1	3h_sample
chr9	35756477	35757423	Module_37410	TLN1	24h_sample
chr9	35756477	35757423	Module_37410	TLN1	12h_sample
chr9	35756477	35757423	Module_37410	TLN1	6h_sample
chr9	35756477	35757423	Module_37410	TLN1	0h_sample
chr9	35756477	35757423	Module_37410	GBA2	72h_sample
chr9	35756477	35757423	Module_37410	GBA2	48h_sample
chr9	35756477	35757423	Module_37410	GBA2	3h_sample
chr9	35756477	35757423	Module_37410	GBA2	24h_sample
chr9	35756477	35757423	Module_37410	GBA2	12h_sample
chr9	35756477	35757423	Module_37410	GBA2	6h_sample
chr9	35756477	35757423	Module_37410	GBA2	0h_sample
chr9	35756477	35757423	Module_37410	NPR2	72h_sample
chr9	35756477	35757423	Module_37410	NPR2	48h_sample
chr9	35756477	35757423	Module_37410	NPR2	3h_sample
chr9	35756477	35757423	Module_37410	NPR2	24h_sample
chr9	35756477	35757423	Module_37410	NPR2	12h_sample
chr9	35756477	35757423	Module_37410	NPR2	6h_sample
chr9	35756477	35757423	Module_37410	NPR2	0h_sample
chr9	35756477	35757423	Module_37410	TMEM8B	3h_sample
chr9	35756477	35757423	Module_37410	TMEM8B	12h_sample
chr9	35756477	35757423	Module_37410	TMEM8B	0h_sample
chr9	35756477	35757423	Module_37410	TPM2	3h_sample
chr9	35756477	35757423	Module_37410	TPM2	24h_sample
chr9	35756477	35757423	Module_37410	TPM2	12h_sample
chr9	35756477	35757423	Module_37410	TPM2	0h_sample
chr22	35772588	35774211	Module_24438	HMOX1	3h_sample
chr22	35772588	35774211	Module_24438	HMOX1	72h_sample
chr22	35772588	35774211	Module_24438	HMOX1	12h_sample
chr22	35772588	35774211	Module_24438	HMOX1	6h_sample
chr22	35772588	35774211	Module_24438	HMOX1	48h_sample
chr22	35772588	35774211	Module_24438	HMOX1	0h_sample
chr22	35772588	35774211	Module_24438	HMOX1	24h_sample
chr22	35772588	35774211	Module_24438	TOM1	3h_sample
chr22	35772588	35774211	Module_24438	TOM1	72h_sample
chr22	35772588	35774211	Module_24438	TOM1	12h_sample
chr22	35772588	35774211	Module_24438	TOM1	6h_sample
chr22	35772588	35774211	Module_24438	TOM1	48h_sample
chr22	35772588	35774211	Module_24438	TOM1	0h_sample
chr22	35772588	35774211	Module_24438	TOM1	24h_sample
chr22	35772588	35774211	Module_24438	MCM5	3h_sample
chr22	35772588	35774211	Module_24438	MCM5	72h_sample
chr22	35772588	35774211	Module_24438	MCM5	12h_sample
chr22	35772588	35774211	Module_24438	MCM5	6h_sample
chr22	35772588	35774211	Module_24438	MCM5	48h_sample
chr22	35772588	35774211	Module_24438	MCM5	0h_sample
chr22	35772588	35774211	Module_24438	MCM5	24h_sample
chr20	35873965	35874706	Module_22814	RPN2	72h_sample
chr20	35873965	35874706	Module_22814	RPN2	48h_sample
chr20	35873965	35874706	Module_22814	RPN2	24h_sample
chr20	35880196	35880758	Module_22815	RPN2	48h_sample
chr20	35880196	35880758	Module_22815	RPN2	72h_sample
chr20	35880196	35880758	Module_22815	RPN2	24h_sample
chr20	35873965	35874706	Module_22814	SRC	48h_sample
chr20	35873965	35874706	Module_22814	SRC	24h_sample
chr20	35880196	35880758	Module_22815	SRC	24h_sample
chr20	36024432	36025200	Module_22831	SRC	24h_sample
chr20	36024432	36025200	Module_22831	SRC	72h_sample
chr20	36024432	36025200	Module_22831	SRC	48h_sample
chr20	36024432	36025200	Module_22831	SRC	12h_sample
chr20	36024432	36025200	Module_22831	SRC	6h_sample
chr20	36024830	36026195	Module_22832	SRC	3h_sample
chr20	36024830	36026195	Module_22832	SRC	0h_sample
chr20	36024830	36026195	Module_22832	SRC	24h_sample
chr20	35873965	35874706	Module_22814	RBL1	24h_sample
chr19	35999925	36001862	Module_18466	TMEM147	48h_sample
chr19	35999925	36001862	Module_18466	TMEM147	0h_sample
chr19	35999925	36001862	Module_18466	TMEM147	12h_sample
chr19	35999925	36001862	Module_18466	TMEM147	6h_sample
chr19	35999925	36001862	Module_18466	TMEM147	72h_sample
chr19	35999925	36001862	Module_18466	TMEM147	3h_sample
chr19	35999925	36001862	Module_18466	TMEM147	24h_sample
chr19	35999925	36001862	Module_18466	DMKN	48h_sample
chr19	35999925	36001862	Module_18466	DMKN	0h_sample
chr19	35999925	36001862	Module_18466	DMKN	12h_sample
chr19	35999925	36001862	Module_18466	DMKN	6h_sample
chr19	35999925	36001862	Module_18466	DMKN	72h_sample
chr19	35999925	36001862	Module_18466	DMKN	3h_sample
chr19	35999925	36001862	Module_18466	DMKN	24h_sample
chr19	35999925	36001862	Module_18466	GAPDHS	48h_sample
chr19	35999925	36001862	Module_18466	GAPDHS	0h_sample
chr19	35999925	36001862	Module_18466	GAPDHS	12h_sample
chr19	35999925	36001862	Module_18466	GAPDHS	6h_sample
chr19	35999925	36001862	Module_18466	GAPDHS	3h_sample
chr19	35999925	36001862	Module_18466	GAPDHS	24h_sample
chr11	36023535	36024181	Module_6058	LDLRAD3	48h_sample
chr11	36023535	36024181	Module_6058	LDLRAD3	72h_sample
chr11	36023535	36024181	Module_6058	LDLRAD3	24h_sample
chr11	36131268	36132195	Module_6061	LDLRAD3	12h_sample
chr11	36131268	36132195	Module_6061	LDLRAD3	72h_sample
chr20	36024432	36025200	Module_22831	BLCAP	72h_sample
chr20	36024432	36025200	Module_22831	NNAT	72h_sample
chr11	36131268	36132195	Module_6061	COMMD9	0h_sample
chr11	36131268	36132195	Module_6061	COMMD9	24h_sample
chr11	36131268	36132195	Module_6061	COMMD9	6h_sample
chr11	36131268	36132195	Module_6061	COMMD9	48h_sample
chr11	36131268	36132195	Module_6061	COMMD9	12h_sample
chr11	36131268	36132195	Module_6061	COMMD9	72h_sample
chr11	36131268	36132195	Module_6061	COMMD9	3h_sample
chr11	36476253	36477039	Module_6081	COMMD9	72h_sample
chr11	36476253	36477039	Module_6081	COMMD9	24h_sample
chr11	36476253	36477039	Module_6081	COMMD9	48h_sample
chr1	36156567	36157345	Module_1094	PSMB2	24h_sample
chr1	36172529	36173865	Module_1098	PSMB2	48h_sample
chr1	36172529	36173865	Module_1098	PSMB2	0h_sample
chr1	36172529	36173865	Module_1098	PSMB2	12h_sample
chr1	36172529	36173865	Module_1098	PSMB2	72h_sample
chr1	36172529	36173865	Module_1098	PSMB2	24h_sample
chr1	36156567	36157345	Module_1094	C1orf216	24h_sample
chr1	36156567	36157345	Module_1094	C1orf216	72h_sample
chr1	36172529	36173865	Module_1098	C1orf216	48h_sample
chr1	36172529	36173865	Module_1098	C1orf216	0h_sample
chr1	36172529	36173865	Module_1098	C1orf216	3h_sample
chr1	36172529	36173865	Module_1098	C1orf216	12h_sample
chr1	36172529	36173865	Module_1098	C1orf216	72h_sample
chr1	36172529	36173865	Module_1098	C1orf216	6h_sample
chr1	36172529	36173865	Module_1098	C1orf216	24h_sample
chr1	36172529	36173865	Module_1098	CLSPN	48h_sample
chr1	36172529	36173865	Module_1098	CLSPN	0h_sample
chr1	36172529	36173865	Module_1098	CLSPN	12h_sample
chr1	36172529	36173865	Module_1098	CLSPN	72h_sample
chr1	36172529	36173865	Module_1098	CLSPN	24h_sample
chr1	36172529	36173865	Module_1098	AGO4	48h_sample
chr1	36172529	36173865	Module_1098	AGO4	72h_sample
chr1	36172529	36173865	Module_1098	AGO4	24h_sample
chr19	36206957	36208157	Module_18480	U2AF1L4	0h_sample
chr19	36206957	36208157	Module_18480	U2AF1L4	6h_sample
chr19	36206957	36208157	Module_18480	U2AF1L4	48h_sample
chr19	36206957	36208157	Module_18480	U2AF1L4	3h_sample
chr19	36206957	36208157	Module_18480	U2AF1L4	12h_sample
chr19	36206957	36208157	Module_18480	IGFLR1	0h_sample
chr19	36206957	36208157	Module_18480	IGFLR1	48h_sample
chr19	36206957	36208157	Module_18480	IGFLR1	3h_sample
chr19	36206957	36208157	Module_18480	IGFLR1	12h_sample
chr19	36206957	36208157	Module_18480	PSENEN	0h_sample
chr19	36206957	36208157	Module_18480	PSENEN	6h_sample
chr19	36206957	36208157	Module_18480	PSENEN	48h_sample
chr19	36206957	36208157	Module_18480	PSENEN	3h_sample
chr19	36206957	36208157	Module_18480	PSENEN	12h_sample
chr19	36206957	36208157	Module_18480	LIN37	6h_sample
chr19	36206957	36208157	Module_18480	LIN37	48h_sample
chr19	36206957	36208157	Module_18480	LIN37	3h_sample
chr19	36206957	36208157	Module_18480	LIN37	12h_sample
chr19	36206957	36208157	Module_18480	ARHGAP33	3h_sample
chr19	36206957	36208157	Module_18480	ZBTB32	3h_sample
chr19	36206957	36208157	Module_18480	UPK1A-AS1	3h_sample
chr20	36355744	36356268	Module_22845	CTNNBL1	72h_sample
chr20	36355744	36356268	Module_22845	CTNNBL1	48h_sample
chr19	36360354	36361143	Module_18496	LRFN3	72h_sample
chr19	36360354	36361143	Module_18496	KIRREL2	72h_sample
chr19	36360354	36361143	Module_18496	KIRREL2	6h_sample
chr19	36360354	36361143	Module_18496	KIRREL2	24h_sample
chr19	36360354	36361143	Module_18496	KIRREL2	48h_sample
chr19	36360354	36361143	Module_18496	KIRREL2	3h_sample
chr19	36360354	36361143	Module_18496	KIRREL2	0h_sample
chr19	36360354	36361143	Module_18496	APLP1	72h_sample
chr19	36360354	36361143	Module_18496	APLP1	6h_sample
chr19	36360354	36361143	Module_18496	APLP1	24h_sample
chr19	36360354	36361143	Module_18496	APLP1	48h_sample
chr19	36360354	36361143	Module_18496	APLP1	3h_sample
chr19	36360354	36361143	Module_18496	APLP1	0h_sample
chr19	36360354	36361143	Module_18496	HCST	6h_sample
chr19	36360354	36361143	Module_18496	HCST	3h_sample
chr19	36360354	36361143	Module_18496	NFKBID	6h_sample
chr19	36360354	36361143	Module_18496	NFKBID	24h_sample
chr19	36360354	36361143	Module_18496	NFKBID	3h_sample
chr19	36360354	36361143	Module_18496	NFKBID	0h_sample
chr13	36431619	36432459	Module_9757	DCLK1	3h_sample
chr13	36431619	36432459	Module_9757	DCLK1	24h_sample
chr13	36431619	36432459	Module_9757	DCLK1	48h_sample
chr13	36431619	36432459	Module_9757	DCLK1	0h_sample
chr13	36431619	36432459	Module_9757	DCLK1	6h_sample
chr13	36431619	36432459	Module_9757	DCLK1	12h_sample
chr13	36431619	36432459	Module_9757	DCLK1	72h_sample
chr13	36561942	36562715	Module_9760	DCLK1	0h_sample
chr13	36561942	36562715	Module_9760	DCLK1	24h_sample
chr13	36561942	36562715	Module_9760	DCLK1	6h_sample
chr13	36561942	36562715	Module_9760	DCLK1	3h_sample
chr13	36561942	36562715	Module_9760	DCLK1	12h_sample
chr13	36704700	36705739	Module_9761	DCLK1	48h_sample
chr13	36704700	36705739	Module_9761	DCLK1	72h_sample
chr11	36476253	36477039	Module_6081	TRAF6	0h_sample
chr11	36476253	36477039	Module_6081	TRAF6	72h_sample
chr11	36476253	36477039	Module_6081	TRAF6	12h_sample
chr11	36476253	36477039	Module_6081	TRAF6	24h_sample
chr11	36476253	36477039	Module_6081	TRAF6	48h_sample
chr11	36476253	36477039	Module_6081	PRR5L	72h_sample
chr11	36476253	36477039	Module_6081	PRR5L	12h_sample
chr11	36476253	36477039	Module_6081	PRR5L	24h_sample
chr11	36476253	36477039	Module_6081	PRR5L	48h_sample
chr11	36476253	36477039	Module_6081	C11orf74	72h_sample
chr11	36476253	36477039	Module_6081	C11orf74	24h_sample
chr11	36476253	36477039	Module_6081	C11orf74	48h_sample
chr9	36487064	36488147	Module_37438	RNF38	48h_sample
chr9	36487064	36488147	Module_37438	RNF38	6h_sample
chr9	36487064	36488147	Module_37438	RNF38	3h_sample
chr9	36487064	36488147	Module_37438	RNF38	24h_sample
chr9	36487064	36488147	Module_37438	RNF38	0h_sample
chr9	36487064	36488147	Module_37438	RNF38	72h_sample
chr9	36487064	36488147	Module_37438	RNF38	12h_sample
chr9	36487064	36488147	Module_37438	MELK	48h_sample
chr9	36487064	36488147	Module_37438	MELK	6h_sample
chr9	36487064	36488147	Module_37438	MELK	3h_sample
chr9	36487064	36488147	Module_37438	MELK	24h_sample
chr9	36487064	36488147	Module_37438	MELK	0h_sample
chr9	36487064	36488147	Module_37438	MELK	72h_sample
chr9	36487064	36488147	Module_37438	MELK	12h_sample
chr13	36561942	36562715	Module_9760	SOHLH2	24h_sample
chr13	36704700	36705739	Module_9761	SOHLH2	48h_sample
chr13	36704700	36705739	Module_9761	SOHLH2	24h_sample
chr13	36704700	36705739	Module_9761	SOHLH2	72h_sample
chr13	36704700	36705739	Module_9761	SPG20	6h_sample
chr13	36704700	36705739	Module_9761	SPG20	12h_sample
chr13	36704700	36705739	Module_9761	SPG20	0h_sample
chr13	36704700	36705739	Module_9761	SPG20	24h_sample
chr13	36704700	36705739	Module_9761	SPG20	72h_sample
chr13	36704700	36705739	Module_9761	CCDC169	0h_sample
chr5	36744748	36745888	Module_29489	SLC1A3	48h_sample
chr5	36744748	36745888	Module_29489	SLC1A3	0h_sample
chr5	36744748	36745888	Module_29489	SLC1A3	6h_sample
chr5	36744748	36745888	Module_29489	SLC1A3	24h_sample
chr5	36744748	36745888	Module_29489	SLC1A3	12h_sample
chr5	36744748	36745888	Module_29489	SLC1A3	3h_sample
chr6	36826151	36826799	Module_31823	PPIL1	6h_sample
chr6	36826151	36826799	Module_31823	PPIL1	0h_sample
chr6	36826151	36826799	Module_31823	PPIL1	24h_sample
chr6	36826151	36826799	Module_31823	PPIL1	3h_sample
chr6	36826151	36826799	Module_31823	PPIL1	12h_sample
chr6	36826151	36826799	Module_31823	C6orf89	0h_sample
chr6	36826151	36826799	Module_31823	C6orf89	24h_sample
chr6	36826151	36826799	Module_31823	C6orf89	3h_sample
chr6	36826151	36826799	Module_31823	C6orf89	12h_sample
chr7	37071440	37072140	Module_33923	ELMO1	12h_sample
chr7	37071440	37072140	Module_33923	ELMO1	24h_sample
chr7	37071440	37072140	Module_33923	ELMO1	3h_sample
chr7	37071440	37072140	Module_33923	ELMO1	6h_sample
chr7	37287710	37288210	Module_33926	ELMO1	3h_sample
chr7	37287887	37288435	Module_33927	ELMO1	12h_sample
chr7	37287887	37288435	Module_33927	ELMO1	6h_sample
chr7	37287940	37288440	Module_33928	ELMO1	24h_sample
chr6	37189623	37190697	Module_31836	TBC1D22B	12h_sample
chr6	37189623	37190697	Module_31836	TBC1D22B	0h_sample
chr6	37189623	37190697	Module_31836	TBC1D22B	72h_sample
chr6	37189623	37190697	Module_31836	TBC1D22B	48h_sample
chr6	37189623	37190697	Module_31836	TBC1D22B	6h_sample
chr6	37189623	37190697	Module_31836	TBC1D22B	24h_sample
chr6	37189623	37190697	Module_31836	TBC1D22B	3h_sample
chr6	37189623	37190697	Module_31836	PIM1	12h_sample
chr6	37189623	37190697	Module_31836	PIM1	0h_sample
chr6	37189623	37190697	Module_31836	PIM1	72h_sample
chr6	37189623	37190697	Module_31836	PIM1	48h_sample
chr6	37189623	37190697	Module_31836	PIM1	6h_sample
chr6	37189623	37190697	Module_31836	PIM1	24h_sample
chr6	37189623	37190697	Module_31836	PIM1	3h_sample
chr6	37189623	37190697	Module_31836	RNF8	12h_sample
chr6	37189623	37190697	Module_31836	RNF8	0h_sample
chr6	37189623	37190697	Module_31836	RNF8	72h_sample
chr6	37189623	37190697	Module_31836	RNF8	48h_sample
chr6	37189623	37190697	Module_31836	RNF8	24h_sample
chr6	37189623	37190697	Module_31836	CMTR1	0h_sample
chr6	37189623	37190697	Module_31836	CMTR1	72h_sample
chr6	37533274	37534412	Module_31852	CMTR1	72h_sample
chr6	37533274	37534412	Module_31852	CMTR1	48h_sample
chr6	37533274	37534412	Module_31852	CMTR1	24h_sample
chr20	37407911	37408683	Module_22868	PPP1R16B	3h_sample
chr20	37407911	37408683	Module_22868	PPP1R16B	24h_sample
chr20	37407911	37408683	Module_22868	PPP1R16B	12h_sample
chr20	37407911	37408683	Module_22868	PPP1R16B	0h_sample
chr20	37407911	37408683	Module_22868	ACTR5	3h_sample
chr20	37407911	37408683	Module_22868	ACTR5	6h_sample
chr20	37407911	37408683	Module_22868	ACTR5	24h_sample
chr20	37407911	37408683	Module_22868	ACTR5	12h_sample
chr20	37407911	37408683	Module_22868	ACTR5	0h_sample
chr2	37432202	37433618	Module_19897	CEBPZ	48h_sample
chr2	37432202	37433618	Module_19897	CEBPZ	3h_sample
chr2	37432202	37433618	Module_19897	CEBPZ	12h_sample
chr2	37432202	37433618	Module_19897	CEBPZ	6h_sample
chr2	37432202	37433618	Module_19897	CEBPZ	72h_sample
chr2	37432202	37433618	Module_19897	CEBPZ	0h_sample
chr2	37432202	37433618	Module_19897	CEBPZ	24h_sample
chr2	37551323	37552392	Module_19902	CEBPZ	0h_sample
chr2	37551323	37552392	Module_19902	CEBPZ	6h_sample
chr2	37551323	37552392	Module_19902	CEBPZ	24h_sample
chr2	37551323	37552392	Module_19902	CEBPZ	3h_sample
chr2	37551323	37552392	Module_19902	CEBPZ	12h_sample
chr2	37551323	37552392	Module_19902	CEBPZ	72h_sample
chr2	37551323	37552392	Module_19902	CEBPZ	48h_sample
chr2	37432202	37433618	Module_19897	NDUFAF7	48h_sample
chr2	37432202	37433618	Module_19897	NDUFAF7	3h_sample
chr2	37432202	37433618	Module_19897	NDUFAF7	12h_sample
chr2	37432202	37433618	Module_19897	NDUFAF7	6h_sample
chr2	37432202	37433618	Module_19897	NDUFAF7	72h_sample
chr2	37432202	37433618	Module_19897	NDUFAF7	0h_sample
chr2	37432202	37433618	Module_19897	NDUFAF7	24h_sample
chr2	37551323	37552392	Module_19902	NDUFAF7	0h_sample
chr2	37551323	37552392	Module_19902	NDUFAF7	6h_sample
chr2	37551323	37552392	Module_19902	NDUFAF7	24h_sample
chr2	37551323	37552392	Module_19902	NDUFAF7	3h_sample
chr2	37551323	37552392	Module_19902	NDUFAF7	12h_sample
chr2	37551323	37552392	Module_19902	NDUFAF7	72h_sample
chr2	37551323	37552392	Module_19902	NDUFAF7	48h_sample
chr2	37432202	37433618	Module_19897	HEATR5B	3h_sample
chr2	37432202	37433618	Module_19897	HEATR5B	12h_sample
chr2	37432202	37433618	Module_19897	HEATR5B	6h_sample
chr2	37432202	37433618	Module_19897	HEATR5B	0h_sample
chr2	37551323	37552392	Module_19902	HEATR5B	3h_sample
chr2	37432202	37433618	Module_19897	PRKD3	3h_sample
chr2	37432202	37433618	Module_19897	PRKD3	12h_sample
chr2	37432202	37433618	Module_19897	PRKD3	6h_sample
chr2	37432202	37433618	Module_19897	PRKD3	0h_sample
chr2	37432202	37433618	Module_19897	PRKD3	24h_sample
chr2	37551323	37552392	Module_19902	PRKD3	0h_sample
chr2	37551323	37552392	Module_19902	PRKD3	6h_sample
chr2	37551323	37552392	Module_19902	PRKD3	24h_sample
chr2	37551323	37552392	Module_19902	PRKD3	3h_sample
chr2	37551323	37552392	Module_19902	PRKD3	12h_sample
chr2	37551323	37552392	Module_19902	PRKD3	72h_sample
chr2	37551323	37552392	Module_19902	PRKD3	48h_sample
chr2	37432202	37433618	Module_19897	QPCT	3h_sample
chr2	37432202	37433618	Module_19897	QPCT	12h_sample
chr2	37551323	37552392	Module_19902	QPCT	3h_sample
chr2	37551323	37552392	Module_19902	QPCT	12h_sample
chr2	37432202	37433618	Module_19897	GPATCH11	3h_sample
chr2	37432202	37433618	Module_19897	GPATCH11	12h_sample
chr2	37432202	37433618	Module_19897	GPATCH11	6h_sample
chr2	37432202	37433618	Module_19897	GPATCH11	0h_sample
chr2	37551323	37552392	Module_19902	GPATCH11	3h_sample
chr21	37472135	37472703	Module_23630	CBR1	3h_sample
chr21	37472135	37472703	Module_23630	CBR1	0h_sample
chr21	37472135	37472703	Module_23630	SETD4	3h_sample
chr21	37472135	37472703	Module_23630	SETD4	0h_sample
chr21	37472135	37472703	Module_23630	DOPEY2	0h_sample
chr6	37533274	37534412	Module_31852	CCDC167	72h_sample
chr6	37533274	37534412	Module_31852	CCDC167	48h_sample
chr6	37533274	37534412	Module_31852	CCDC167	24h_sample
chr9	37574217	37574992	Module_37462	TOMM5	6h_sample
chr9	37574217	37574992	Module_37462	TOMM5	48h_sample
chr9	37574217	37574992	Module_37462	TOMM5	72h_sample
chr9	37574217	37574992	Module_37462	FBXO10	6h_sample
chr9	37574217	37574992	Module_37462	FBXO10	48h_sample
chr9	37574217	37574992	Module_37462	FBXO10	72h_sample
chr22	37594988	37595892	Module_24501	C1QTNF6	24h_sample
chr22	37594988	37595892	Module_24501	C1QTNF6	72h_sample
chr22	37594988	37595892	Module_24501	C1QTNF6	3h_sample
chr22	37594988	37595892	Module_24501	C1QTNF6	6h_sample
chr22	37594988	37595892	Module_24501	C1QTNF6	48h_sample
chr17	37851505	37852910	Module_15255	PGAP3	48h_sample
chr17	37851505	37852910	Module_15255	PGAP3	0h_sample
chr17	37851505	37852910	Module_15255	PGAP3	3h_sample
chr17	37851505	37852910	Module_15255	PGAP3	6h_sample
chr17	37851505	37852910	Module_15255	PGAP3	72h_sample
chr17	37851505	37852910	Module_15255	PGAP3	12h_sample
chr17	37851505	37852910	Module_15255	PGAP3	24h_sample
chr17	37851505	37852910	Module_15255	ERBB2	48h_sample
chr17	37851505	37852910	Module_15255	ERBB2	0h_sample
chr17	37851505	37852910	Module_15255	ERBB2	3h_sample
chr17	37851505	37852910	Module_15255	ERBB2	6h_sample
chr17	37851505	37852910	Module_15255	ERBB2	72h_sample
chr17	37851505	37852910	Module_15255	ERBB2	12h_sample
chr17	37851505	37852910	Module_15255	ERBB2	24h_sample
chr17	37851505	37852910	Module_15255	GRB7	0h_sample
chr17	37851505	37852910	Module_15255	PNMT	0h_sample
chr17	37851505	37852910	Module_15255	PNMT	3h_sample
chr17	37851505	37852910	Module_15255	PNMT	6h_sample
chr17	37851505	37852910	Module_15255	PNMT	12h_sample
chr17	37851505	37852910	Module_15255	PNMT	24h_sample
chr17	37851505	37852910	Module_15255	MIEN1	0h_sample
chr17	37851505	37852910	Module_15255	MIEN1	3h_sample
chr17	37851505	37852910	Module_15255	MIEN1	6h_sample
chr17	37851505	37852910	Module_15255	MIEN1	72h_sample
chr22	37957505	37958301	Module_24521	CDC42EP1	0h_sample
chr22	37957505	37958301	Module_24521	CDC42EP1	6h_sample
chr22	37957505	37958301	Module_24521	CDC42EP1	12h_sample
chr22	37957505	37958301	Module_24521	CDC42EP1	48h_sample
chr22	37957505	37958301	Module_24521	CDC42EP1	3h_sample
chr22	37957505	37958301	Module_24521	CARD10	0h_sample
chr22	37957505	37958301	Module_24521	CARD10	12h_sample
chr22	37957505	37958301	Module_24521	CARD10	3h_sample
chr1	38129201	38129709	Module_1152	CDCA8	72h_sample
chr1	38129201	38129709	Module_1152	CDCA8	48h_sample
chr1	38129201	38129709	Module_1152	RSPO1	72h_sample
chr1	38129201	38129709	Module_1152	RSPO1	48h_sample
chr1	38129201	38129709	Module_1152	C1orf109	72h_sample
chr1	38129201	38129709	Module_1152	C1orf109	48h_sample
chr22	38213634	38215239	Module_24536	TRIOBP	0h_sample
chr22	38213634	38215239	Module_24536	TRIOBP	24h_sample
chr22	38213634	38215239	Module_24536	GCAT	0h_sample
chr22	38213634	38215239	Module_24536	GCAT	24h_sample
chr22	38213634	38215239	Module_24536	GCAT	48h_sample
chr22	38213634	38215239	Module_24536	GCAT	6h_sample
chr22	38213634	38215239	Module_24536	GCAT	12h_sample
chr22	38213634	38215239	Module_24536	GCAT	3h_sample
chr22	38213634	38215239	Module_24536	GCAT	72h_sample
chr22	38213634	38215239	Module_24536	ANKRD54	0h_sample
chr22	38213634	38215239	Module_24536	ANKRD54	24h_sample
chr22	38213634	38215239	Module_24536	ANKRD54	48h_sample
chr22	38213634	38215239	Module_24536	ANKRD54	6h_sample
chr22	38213634	38215239	Module_24536	ANKRD54	12h_sample
chr22	38213634	38215239	Module_24536	ANKRD54	3h_sample
chr22	38213634	38215239	Module_24536	EIF3L	0h_sample
chr22	38213634	38215239	Module_24536	EIF3L	24h_sample
chr22	38213634	38215239	Module_24536	EIF3L	48h_sample
chr22	38213634	38215239	Module_24536	EIF3L	6h_sample
chr22	38213634	38215239	Module_24536	EIF3L	12h_sample
chr22	38213634	38215239	Module_24536	EIF3L	3h_sample
chr22	38213634	38215239	Module_24536	H1F0	0h_sample
chr22	38213634	38215239	Module_24536	H1F0	24h_sample
chr22	38213634	38215239	Module_24536	H1F0	48h_sample
chr22	38213634	38215239	Module_24536	H1F0	6h_sample
chr22	38213634	38215239	Module_24536	H1F0	12h_sample
chr22	38213634	38215239	Module_24536	H1F0	3h_sample
chr22	38213634	38215239	Module_24536	H1F0	72h_sample
chr21	38338352	38339518	Module_23642	PIGP	0h_sample
chr21	38338352	38339518	Module_23642	PIGP	12h_sample
chr21	38338352	38339518	Module_23642	PIGP	48h_sample
chr21	38338352	38339518	Module_23642	PIGP	3h_sample
chr21	38338352	38339518	Module_23642	PIGP	24h_sample
chr21	38338352	38339518	Module_23642	PIGP	6h_sample
chr21	38338352	38339518	Module_23642	TTC3	0h_sample
chr21	38338352	38339518	Module_23642	TTC3	12h_sample
chr21	38338352	38339518	Module_23642	TTC3	48h_sample
chr21	38338352	38339518	Module_23642	TTC3	3h_sample
chr21	38338352	38339518	Module_23642	TTC3	24h_sample
chr21	38338352	38339518	Module_23642	TTC3	6h_sample
chr21	38338352	38339518	Module_23642	HLCS	0h_sample
chr21	38338352	38339518	Module_23642	HLCS	12h_sample
chr21	38338352	38339518	Module_23642	HLCS	48h_sample
chr21	38338352	38339518	Module_23642	HLCS	72h_sample
chr21	38338352	38339518	Module_23642	HLCS	3h_sample
chr21	38338352	38339518	Module_23642	HLCS	24h_sample
chr21	38338352	38339518	Module_23642	HLCS	6h_sample
chr22	38363891	38364610	Module_24548	C22orf23	24h_sample
chr22	38363891	38364610	Module_24548	C22orf23	72h_sample
chr22	38375617	38376528	Module_24551	C22orf23	72h_sample
chr22	38363891	38364610	Module_24548	POLR2F	24h_sample
chr22	38363891	38364610	Module_24548	POLR2F	72h_sample
chr22	38375617	38376528	Module_24551	POLR2F	72h_sample
chr22	38363891	38364610	Module_24548	SOX10	72h_sample
chr22	38375617	38376528	Module_24551	SOX10	72h_sample
chr22	38375617	38376528	Module_24551	SOX10	48h_sample
chr22	38479984	38480622	Module_24561	PICK1	48h_sample
chr22	38479984	38480622	Module_24561	PICK1	72h_sample
chr1	38507490	38508002	Module_1175	FHL3	72h_sample
chr1	38507490	38508002	Module_1175	FHL3	48h_sample
chr1	38507490	38508002	Module_1175	POU3F1	72h_sample
chr1	38507490	38508002	Module_1175	POU3F1	48h_sample
chr15	38543247	38544536	Module_11738	SPRED1	6h_sample
chr15	38543247	38544536	Module_11738	SPRED1	0h_sample
chr15	38543247	38544536	Module_11738	SPRED1	48h_sample
chr15	38543247	38544536	Module_11738	SPRED1	3h_sample
chr15	38543247	38544536	Module_11738	SPRED1	72h_sample
chr15	38543247	38544536	Module_11738	SPRED1	24h_sample
chr15	38543247	38544536	Module_11738	SPRED1	12h_sample
chr22	38721414	38722255	Module_24589	CSNK1E	3h_sample
chr22	38721414	38722255	Module_24589	CSNK1E	6h_sample
chr22	38721414	38722255	Module_24589	CSNK1E	0h_sample
chr22	38721414	38722255	Module_24589	CSNK1E	12h_sample
chr22	38721414	38722255	Module_24589	CSNK1E	24h_sample
chr22	38721414	38722255	Module_24589	CSNK1E	72h_sample
chr22	38721414	38722255	Module_24589	CSNK1E	48h_sample
