Chrom	Start	End	Module
chr1	29254362	29254862	Module_911
chr18	29257769	29258269	Module_16801
chr13	29258219	29258872	Module_9684
chr18	29258381	29258881	Module_16802
chr13	29258445	29258983	Module_9685
chr18	29260162	29260662	Module_16803
chr18	29265293	29265793	Module_16804
chr18	29266802	29267302	Module_16805
chr13	29267494	29268352	Module_9686
chr15	29270906	29271406	Module_11641
chr15	29275909	29276854	Module_11642
chr19	29276646	29277165	Module_18317
chr15	29277098	29277726	Module_11643
chr22	29278802	29281316	Module_24262
chr15	29281476	29282107	Module_11644
chr18	29283272	29284089	Module_16806
chr17	29283737	29284237	Module_15055
chr19	29284158	29284741	Module_18318
chr17	29288087	29288711	Module_15056
chr22	29292558	29293208	Module_24263
chr22	29293610	29294110	Module_24264
chr22	29299411	29300035	Module_24265
chr12	29301044	29301826	Module_8029
chr12	29301961	29303029	Module_8030
chr12	29306119	29306752	Module_8031
chr19	29314345	29315009	Module_18319
chr22	29316807	29317307	Module_24266
chr22	29319879	29320443	Module_24267
chr22	29321008	29321508	Module_24268
chr22	29321841	29322346	Module_24269
chr19	29322254	29322754	Module_18320
chr22	29326612	29327112	Module_24270
chr15	29331901	29332401	Module_11645
chr17	29335216	29335975	Module_15057
chr22	29339039	29339620	Module_24271
chr12	29353620	29354120	Module_8032
chr12	29381526	29382355	Module_8033
chr12	29383275	29383775	Module_8034
chr22	29384947	29385829	Module_24272
chr13	29394220	29394720	Module_9687
chr12	29395337	29396128	Module_8035
chr15	29395662	29396332	Module_11646
chr22	29400618	29401244	Module_24273
chr12	29401439	29401939	Module_8036
chr18	29406402	29406902	Module_16807
chr15	29407255	29407786	Module_11647
chr22	29407592	29408106	Module_24274
chr15	29407755	29408457	Module_11648
chr17	29422508	29423008	Module_15058
chr12	29426201	29426799	Module_8037
chr17	29427684	29428203	Module_15059
chr15	29431963	29432593	Module_11649
chr22	29436477	29436979	Module_24275
chr1	29447736	29448884	Module_912
chr1	29450932	29451550	Module_913
chr22	29451242	29451742	Module_24276
chr17	29457609	29458109	Module_15060
chr1	29460904	29461404	Module_914
chr22	29467283	29467970	Module_24277
chr22	29469834	29470391	Module_24278
chr7	29481723	29482223	Module_33806
chr1	29490705	29491413	Module_915
chr1	29507554	29508132	Module_916
chr1	29513108	29513730	Module_917
chr18	29526609	29527229	Module_16808
chr1	29529217	29529717	Module_918
chr7	29535291	29535791	Module_33807
chr18	29536676	29537325	Module_16809
chr22	29548081	29548581	Module_24279
chr1	29549206	29549706	Module_919
chr15	29551512	29552012	Module_11650
chr1	29554102	29554602	Module_920
chr1	29563928	29564632	Module_921
chr1	29564810	29565310	Module_922
chr1	29566863	29567425	Module_923
chr1	29575672	29576202	Module_924
chr1	29576699	29577199	Module_925
chr7	29577845	29578345	Module_33808
chr15	29582826	29583416	Module_11651
chr12	29583168	29583794	Module_8038
chr1	29586308	29587024	Module_926
chr18	29589984	29590655	Module_16810
chr22	29591778	29592278	Module_24280
chr7	29597266	29597992	Module_33809
chr22	29598603	29599239	Module_24281
chr7	29602133	29602633	Module_33810
chr22	29602845	29603351	Module_24282
chr7	29604343	29604843	Module_33811
chr7	29605421	29605967	Module_33812
chr22	29605467	29605967	Module_24283
chr7	29605535	29606203	Module_33813
chr1	29609195	29609695	Module_927
chr7	29609249	29609749	Module_33814
chr1	29609482	29610254	Module_928
chr15	29611849	29612368	Module_11652
chr16	29613881	29614381	Module_13474
chr22	29616125	29616787	Module_24284
chr22	29620059	29620559	Module_24285
chr22	29621634	29622134	Module_24286
chr16	29624713	29625418	Module_13475
chr16	29625920	29626594	Module_13476
chr15	29637649	29638532	Module_11653
chr22	29641260	29641814	Module_24287
chr7	29651777	29652277	Module_33815
chr22	29655142	29656036	Module_24288
chr22	29662531	29663031	Module_24289
chr18	29664968	29665468	Module_16811
chr19	29676193	29676693	Module_18321
chr16	29677764	29678508	Module_13477
chr16	29687208	29687789	Module_13478
chr22	29696847	29697347	Module_24290
chr16	29699098	29699753	Module_13479
chr22	29701967	29702467	Module_24291
chr16	29702964	29703631	Module_13480
chr19	29707043	29707543	Module_18322
chr22	29708998	29709575	Module_24292
chr16	29711903	29712403	Module_13481
chr16	29720119	29720849	Module_13482
chr16	29721105	29721947	Module_13483
chr22	29765236	29765841	Module_24293
chr22	29766465	29767010	Module_24294
chr19	29767888	29768443	Module_18323
chr22	29790892	29791604	Module_24295
chr17	29794344	29794844	Module_15061
chr16	29794605	29795105	Module_13484
chr17	29794628	29795356	Module_15062
chr16	29796176	29796815	Module_13485
chr17	29796920	29797585	Module_15063
chr19	29799957	29800457	Module_18324
chr17	29803781	29804281	Module_15064
chr22	29811251	29811751	Module_24296
chr17	29816548	29817048	Module_15065
chr16	29816591	29817101	Module_13486
chr17	29816601	29817101	Module_15066
chr16	29816601	29817101	Module_13487
chr17	29816691	29817207	Module_15067
chr16	29816715	29817241	Module_13488
chr17	29816753	29817253	Module_15068
chr16	29816757	29817260	Module_13489
chr17	29816836	29817351	Module_15069
chr16	29818935	29819486	Module_13490
chr16	29822373	29822893	Module_13491
chr16	29825170	29825759	Module_13492
chr15	29825775	29826275	Module_11654
chr17	29826835	29827644	Module_15070
chr7	29833001	29833656	Module_33816
chr15	29833949	29834449	Module_11655
chr17	29835187	29835687	Module_15071
chr16	29836677	29837556	Module_13493
chr7	29846815	29847442	Module_33817
chr7	29853666	29854166	Module_33818
chr22	29853713	29854213	Module_24297
chr16	29859645	29860279	Module_13494
chr7	29865602	29866128	Module_33819
chr22	29866136	29866715	Module_24298
chr22	29874303	29875033	Module_24299
chr17	29876572	29877259	Module_15072
chr22	29876804	29877304	Module_24300
chr22	29877418	29878061	Module_24301
chr7	29882599	29883099	Module_33820
chr17	29885782	29886300	Module_15073
chr16	29887594	29888173	Module_13495
chr16	29888698	29889260	Module_13496
chr8	29891006	29891575	Module_35892
chr8	29891678	29892307	Module_35893
chr15	29900186	29900686	Module_11656
chr15	29902751	29903251	Module_11657
chr15	29906056	29906556	Module_11658
chr7	29923197	29923697	Module_33821
chr7	29924046	29924546	Module_33822
chr12	29935658	29937147	Module_8039
chr8	29939595	29940185	Module_35894
chr8	29945441	29945985	Module_35895
chr12	29950346	29950858	Module_8040
chr16	29955115	29955615	Module_13497
chr10	29956153	29956653	Module_4090
chr16	29962927	29963724	Module_13498
chr15	29967922	29968451	Module_11659
chr22	29976111	29976611	Module_24302
chr10	29976851	29977645	Module_4091
chr22	29978690	29979285	Module_24303
chr10	29980849	29981349	Module_4092
chr10	30000986	30001490	Module_4093
chr16	30006347	30006888	Module_13499
chr16	30012142	30012847	Module_13500
chr16	30016746	30017246	Module_13501
chr10	30017451	30018012	Module_4094
chr7	30017628	30018128	Module_33823
chr10	30017658	30018158	Module_4095
chr7	30017672	30018293	Module_33824
chr19	30019181	30019864	Module_18325
chr16	30020431	30020931	Module_13502
chr19	30020860	30021651	Module_18326
chr16	30023115	30023615	Module_13503
chr10	30025392	30026230	Module_4096
chr16	30032459	30033127	Module_13504
chr12	30037795	30038295	Module_8041
chr16	30039289	30040275	Module_13505
chr16	30040624	30041124	Module_13506
chr18	30041265	30041765	Module_16812
chr16	30043055	30043924	Module_13507
chr19	30059367	30059867	Module_18327
chr8	30059672	30060172	Module_35896
chr8	30061664	30062350	Module_35897
chr16	30064100	30064829	Module_13508
chr16	30066096	30066638	Module_13509
chr10	30073270	30073770	Module_4097
chr16	30075145	30075910	Module_13510
chr19	30081105	30081605	Module_18328
chr22	30085602	30086102	Module_24304
chr19	30086442	30087516	Module_18329
chr22	30087676	30088198	Module_24305
chr22	30097023	30097523	Module_24306
chr22	30097933	30098529	Module_24307
chr22	30098819	30099319	Module_24308
chr19	30101324	30101947	Module_18330
chr16	30103724	30104224	Module_13511
chr20	30105071	30105591	Module_22598
chr22	30112691	30113191	Module_24309
chr15	30113588	30114140	Module_11660
chr19	30116212	30116850	Module_18331
chr22	30117394	30117894	Module_24310
chr19	30118681	30119181	Module_18332
chr16	30123186	30123686	Module_13512
chr22	30123211	30123712	Module_24311
chr16	30123356	30124209	Module_13513
chr22	30129870	30130370	Module_24312
chr22	30130660	30131279	Module_24313
chr20	30134816	30135402	Module_22599
chr15	30136184	30136684	Module_11661
chr15	30137324	30137824	Module_11662
chr13	30143162	30143662	Module_9688
chr20	30154769	30155269	Module_22600
chr13	30155717	30156217	Module_9689
chr19	30157006	30158185	Module_18333
chr13	30163277	30163777	Module_9690
chr20	30166270	30166770	Module_22601
chr19	30167862	30168362	Module_18334
chr13	30168427	30169287	Module_9691
chr20	30169136	30169735	Module_22602
chr17	30169275	30169976	Module_15074
chr20	30173390	30173906	Module_22603
chr19	30173667	30174167	Module_18335
chr7	30175121	30175753	Module_33825
chr20	30175270	30175914	Module_22604
chr7	30175438	30175938	Module_33826
chr20	30175505	30176005	Module_22605
chr7	30175771	30176271	Module_33827
chr22	30176793	30177617	Module_24314
chr20	30178452	30179015	Module_22606
chr19	30181610	30182184	Module_18336
chr22	30181858	30182358	Module_24315
chr7	30181892	30182392	Module_33828
chr19	30181931	30182431	Module_18337
chr22	30181965	30182488	Module_24316
chr20	30182635	30183135	Module_22607
chr20	30183367	30183992	Module_22608
chr19	30185384	30186094	Module_18338
chr7	30185724	30186224	Module_33829
chr7	30188021	30189211	Module_33830
chr20	30191806	30192357	Module_22609
chr20	30194367	30194867	Module_22610
chr20	30196175	30196790	Module_22611
chr8	30197010	30197658	Module_35898
chr16	30198362	30199179	Module_13514
chr20	30200469	30201099	Module_22612
chr7	30202091	30202826	Module_33831
chr19	30207256	30207994	Module_18339
chr7	30208134	30208853	Module_33832
chr22	30211935	30212435	Module_24317
chr19	30214952	30215527	Module_18340
chr7	30228442	30228942	Module_33833
chr21	30228859	30229483	Module_23524
chr8	30239628	30240128	Module_35899
chr17	30244189	30244689	Module_15075
chr8	30248500	30249138	Module_35900
chr8	30249875	30250375	Module_35901
chr19	30250877	30251496	Module_18341
chr8	30251218	30252337	Module_35902
chr8	30252984	30253655	Module_35903
chr8	30254601	30255606	Module_35904
chr19	30262560	30263060	Module_18342
chr8	30262575	30263125	Module_35905
chr19	30262686	30263211	Module_18343
chr8	30262739	30263387	Module_35906
chr19	30266327	30266843	Module_18344
chr22	30267792	30268642	Module_24318
chr22	30275640	30276140	Module_24319
chr8	30280532	30281042	Module_35907
chr20	30281816	30282439	Module_22613
chr21	30294635	30295135	Module_23525
chr20	30296273	30297037	Module_22614
chr19	30297056	30297566	Module_18345
chr8	30299736	30300521	Module_35908
chr20	30300378	30300952	Module_22615
chr20	30307994	30308604	Module_22616
chr7	30308992	30309492	Module_33834
chr22	30309761	30310325	Module_24320
chr20	30310306	30310806	Module_22617
chr7	30315656	30316273	Module_33835
chr10	30323302	30323802	Module_4098
chr7	30324645	30325178	Module_33836
chr13	30327877	30328393	Module_9692
chr18	30333644	30334144	Module_16813
chr19	30333993	30334493	Module_18346
chr17	30334117	30334620	Module_15076
chr19	30334147	30334647	Module_18347
chr17	30334243	30334753	Module_15077
chr19	30334258	30334758	Module_18348
chr17	30334305	30334870	Module_15078
chr18	30334577	30335219	Module_16814
chr17	30334788	30335288	Module_15079
chr19	30335234	30336448	Module_18349
chr18	30340484	30341005	Module_16815
chr7	30340643	30341143	Module_33837
chr21	30343573	30344073	Module_23526
chr10	30345896	30346396	Module_4099
chr19	30348976	30349476	Module_18350
chr18	30349482	30350003	Module_16816
chr18	30351029	30351736	Module_16817
chr18	30351950	30352474	Module_16818
chr16	30358616	30359116	Module_13515
chr7	30360207	30361171	Module_33838
chr19	30363170	30363670	Module_18351
chr19	30364057	30364716	Module_18352
chr2	30370254	30371047	Module_19829
chr19	30373596	30374096	Module_18353
chr21	30374738	30375462	Module_23527
chr13	30374967	30375479	Module_9693
chr10	30377015	30377533	Module_4100
chr16	30382067	30382567	Module_13516
chr2	30387773	30388273	Module_19830
chr16	30388750	30390665	Module_13517
chr7	30393594	30394106	Module_33839
chr8	30398778	30399405	Module_35909
chr17	30410579	30411079	Module_15080
chr16	30411464	30412173	Module_13518
chr17	30412314	30412825	Module_15081
chr7	30414248	30414748	Module_33840
chr19	30418905	30419405	Module_18354
chr16	30420533	30421142	Module_13519
chr20	30421266	30421766	Module_22618
chr16	30428926	30429633	Module_13520
chr20	30430439	30430939	Module_22619
chr2	30431319	30431819	Module_19831
chr20	30440499	30441014	Module_22620
chr10	30440644	30441144	Module_4101
chr2	30440752	30441252	Module_19832
chr17	30446903	30447577	Module_15082
chr20	30448260	30449546	Module_22621
chr13	30449187	30449776	Module_9694
chr20	30449287	30449997	Module_22622
chr7	30452555	30453153	Module_33841
chr17	30454279	30454979	Module_15083
chr2	30454977	30455729	Module_19833
chr13	30458765	30459590	Module_9695
chr7	30459790	30460290	Module_33842
chr16	30461086	30461586	Module_13521
chr2	30461913	30462562	Module_19834
chr17	30465669	30466252	Module_15084
chr20	30467199	30467894	Module_22623
chr21	30467406	30467942	Module_23528
chr20	30467453	30467953	Module_22624
chr21	30467546	30468046	Module_23529
chr7	30472599	30473287	Module_33843
chr21	30476750	30477250	Module_23530
chr8	30477173	30477699	Module_35910
chr8	30479993	30480493	Module_35911
chr22	30484752	30485252	Module_24321
chr21	30487055	30487592	Module_23531
chr8	30488107	30488607	Module_35912
chr7	30489840	30490340	Module_33844
chr7	30491435	30491935	Module_33845
chr13	30498019	30498940	Module_9696
chr20	30499011	30499636	Module_22625
chr8	30505879	30506556	Module_35913
chr7	30508761	30509374	Module_33846
chr13	30509618	30510118	Module_9697
chr13	30517551	30518155	Module_9698
chr20	30523213	30523820	Module_22626
chr8	30524192	30524768	Module_35914
chr2	30524281	30524781	Module_19835
chr13	30538202	30538882	Module_9699
chr16	30546941	30547558	Module_13522
chr7	30549817	30550317	Module_33847
chr16	30552905	30553557	Module_13523
chr20	30562673	30563247	Module_22627
chr20	30564480	30564980	Module_22628
chr16	30572452	30573017	Module_13524
chr17	30580039	30580539	Module_15085
chr16	30582346	30583040	Module_13525
chr20	30582602	30583361	Module_22629
chr17	30583449	30583949	Module_15086
chr17	30585237	30585842	Module_15087
chr7	30588416	30589009	Module_33848
chr3	30590114	30590614	Module_25341
chr3	30591023	30591542	Module_25342
chr17	30591216	30591716	Module_15088
chr22	30592252	30592775	Module_24322
chr3	30593377	30593877	Module_25343
chr17	30594525	30595188	Module_15089
chr20	30594720	30595372	Module_22630
chr7	30596337	30596894	Module_33849
chr17	30599242	30599831	Module_15090
chr17	30601902	30602680	Module_15091
chr7	30603703	30604334	Module_33850
chr17	30604092	30604592	Module_15092
chr20	30605747	30607347	Module_22631
chr17	30606863	30607482	Module_15093
chr11	30607117	30607617	Module_5970
chr17	30607165	30607665	Module_15094
chr11	30607498	30608130	Module_5971
chr17	30607911	30608442	Module_15095
chr7	30607955	30608455	Module_33851
chr17	30608005	30608531	Module_15096
chr16	30609365	30609996	Module_13526
chr20	30611821	30612321	Module_22632
chr17	30616326	30616885	Module_15097
chr20	30616601	30617101	Module_22633
chr20	30618900	30619650	Module_22634
chr3	30622600	30623152	Module_25344
chr7	30624120	30624773	Module_33852
chr13	30626168	30626756	Module_9700
chr16	30626519	30627102	Module_13527
chr2	30626891	30628244	Module_19836
chr13	30627989	30628534	Module_9701
chr22	30628732	30629365	Module_24323
chr17	30629979	30631456	Module_15098
chr22	30631571	30632071	Module_24324
chr22	30634486	30635061	Module_24325
chr17	30637992	30638627	Module_15099
chr20	30638969	30639469	Module_22635
chr2	30639958	30640560	Module_19837
chr22	30641645	30642268	Module_24326
chr2	30644369	30645075	Module_19838
chr16	30645457	30646115	Module_13528
chr10	30648653	30649160	Module_4102
chr3	30648661	30649161	Module_25345
chr10	30648662	30649169	Module_4103
chr17	30650424	30651455	Module_15100
chr22	30651854	30652370	Module_24327
chr22	30653652	30654326	Module_24328
chr22	30658832	30659438	Module_24329
chr20	30659718	30660218	Module_22636
chr10	30662640	30663188	Module_4104
chr16	30662689	30663293	Module_13529
chr10	30663000	30663699	Module_4105
chr21	30663348	30663848	Module_23532
chr3	30667899	30668399	Module_25346
chr16	30669227	30670310	Module_13530
chr3	30669997	30670544	Module_25347
chr22	30671663	30672163	Module_24330
chr21	30672199	30672951	Module_23533
chr10	30673587	30674127	Module_4106
chr22	30673956	30674456	Module_24331
chr8	30674825	30675325	Module_35915
chr20	30677460	30678203	Module_22637
chr21	30677760	30678260	Module_23534
chr2	30678924	30679543	Module_19839
chr20	30679492	30680098	Module_22638
chr2	30680132	30680632	Module_19840
chr10	30681380	30682024	Module_4107
chr7	30681817	30682553	Module_33853
chr22	30682848	30683384	Module_24332
chr22	30683770	30684379	Module_24333
chr21	30687420	30687920	Module_23535
chr2	30687759	30688259	Module_19841
chr8	30687985	30688485	Module_35916
chr2	30688044	30688544	Module_19842
chr13	30688855	30689492	Module_9702
chr8	30689473	30690021	Module_35917
chr22	30707009	30707509	Module_24334
chrX	30707939	30708439	Module_39173
chr10	30711818	30712798	Module_4108
chr4	30714733	30715233	Module_27886
chr4	30718728	30720013	Module_27887
chr8	30720680	30721180	Module_35918
chr4	30720835	30721470	Module_27888
chr7	30721088	30721588	Module_33854
chr22	30721121	30721621	Module_24335
chr4	30723259	30724109	Module_27889
chr8	30733350	30733850	Module_35919
chr7	30739608	30740208	Module_33855
chr7	30749138	30749638	Module_33856
chr20	30756330	30756830	Module_22639
chr12	30757329	30757829	Module_8042
chr22	30758649	30759273	Module_24336
chr22	30766565	30767065	Module_24337
chr7	30766620	30767271	Module_33857
chr20	30767383	30767883	Module_22640
chr8	30769205	30769881	Module_35920
chr20	30778713	30779309	Module_22641
chr7	30780015	30780652	Module_33858
chr7	30783722	30784222	Module_33859
chr16	30786528	30787289	Module_13531
chr22	30787169	30787669	Module_24338
chr22	30788438	30789205	Module_24339
chr20	30793708	30794208	Module_22642
chr22	30793781	30794281	Module_24340
chr22	30798013	30798642	Module_24341
chr17	30810324	30811062	Module_15101
chr10	30811487	30811987	Module_4109
chr16	30816607	30817477	Module_13532
chr22	30818914	30820306	Module_24342
chr17	30821990	30822490	Module_15102
chr22	30822326	30822835	Module_24343
chr17	30824984	30825484	Module_15103
chr16	30825391	30826065	Module_13533
chr7	30830660	30831206	Module_33860
chr22	30831939	30832439	Module_24344
chr22	30840999	30841604	Module_24345
chr10	30841864	30843207	Module_4110
chr17	30846175	30846769	Module_15104
chr17	30846964	30847464	Module_15105
chr12	30847899	30848399	Module_8043
chrX	30849060	30849775	Module_39174
chr13	30860191	30860691	Module_9703
chrX	30876035	30876674	Module_39175
chr22	30881409	30881949	Module_24346
chrX	30882944	30883547	Module_39176
chr22	30902281	30902781	Module_24347
chr16	30913235	30914017	Module_13534
chr16	30921637	30922278	Module_13535
chr20	30932430	30933212	Module_22643
chr16	30932785	30933384	Module_13536
chr22	30937975	30938817	Module_24348
chr12	30938327	30939008	Module_8044
chr16	30939205	30939770	Module_13537
chr12	30946037	30946565	Module_8045
chr20	30946700	30947355	Module_22644
chr12	30949120	30949639	Module_8046
chr16	30953028	30953800	Module_13538
chr22	30957318	30957919	Module_24349
chr16	30959377	30959877	Module_13539
chr12	30960143	30960682	Module_8047
chr16	30961140	30961640	Module_13540
chr22	30964065	30964584	Module_24350
chr16	30964787	30965536	Module_13541
chr16	30969148	30969648	Module_13542
chr13	30969216	30969869	Module_9704
chr16	30969589	30970089	Module_13543
chr22	30970214	30970889	Module_24351
chr12	30975242	30976190	Module_8048
chr7	30977946	30978619	Module_33861
chr13	30982183	30982946	Module_9705
chr16	30988708	30989208	Module_13544
chr22	30992885	30993385	Module_24352
chr14	30997853	30998731	Module_10545
chr22	31001332	31001832	Module_24353
chr16	31008008	31009124	Module_13545
chr14	31016867	31017367	Module_10546
chr13	31019600	31020445	Module_9706
chr2	31021357	31021862	Module_19843
chr7	31023216	31023798	Module_33862
chr7	31023914	31024627	Module_33863
chr7	31026172	31026724	Module_33864
chr22	31030433	31031004	Module_24354
chr14	31031476	31032024	Module_10547
chr13	31032195	31032695	Module_9707
chr2	31034231	31034731	Module_19844
chr16	31036952	31037512	Module_13546
chr13	31038409	31039228	Module_9708
chr20	31044569	31045785	Module_22645
chr16	31045415	31046068	Module_13547
chr12	31047651	31048151	Module_8049
chrX	31048180	31048680	Module_39177
chr13	31051393	31051893	Module_9709
chr20	31051424	31051924	Module_22646
chr13	31051531	31052044	Module_9710
chr20	31051801	31052301	Module_22647
chr16	31053337	31054104	Module_13548
chr20	31057689	31058679	Module_22648
chr12	31058349	31058877	Module_8050
chr7	31060121	31060774	Module_33865
chr20	31061162	31061662	Module_22649
chr7	31062127	31062627	Module_33866
chr20	31062869	31063619	Module_22650
chr20	31063870	31064370	Module_22651
chr7	31066624	31067379	Module_33867
chr16	31066908	31067461	Module_13549
chr7	31066984	31067484	Module_33868
chr20	31068962	31069636	Module_22652
chr20	31070162	31070662	Module_22653
chr20	31072154	31072654	Module_22654
chr20	31072784	31073292	Module_22655
chr10	31073960	31074460	Module_4111
chr16	31074844	31075380	Module_13550
chr20	31078709	31079209	Module_22656
chr12	31078791	31079291	Module_8051
chr7	31082477	31083148	Module_33869
chr15	31083549	31084049	Module_11663
chr7	31084031	31084531	Module_33870
chr16	31084475	31085214	Module_13551
chr20	31085424	31085924	Module_22657
chr7	31087969	31088469	Module_33871
chr7	31099043	31099721	Module_33872
chr12	31099270	31099770	Module_8052
chr7	31100572	31101439	Module_33873
chr16	31104354	31105008	Module_13552
chr15	31115371	31115871	Module_11664
chr16	31117015	31117545	Module_13553
chr16	31142062	31142650	Module_13554
chr16	31146003	31146533	Module_13555
chr16	31150094	31150771	Module_13556
chr16	31153470	31154048	Module_13557
chr1	31158301	31158801	Module_929
chr16	31159421	31160092	Module_13558
chr14	31159750	31160250	Module_10548
chr15	31186551	31187051	Module_11665
chr16	31192391	31192891	Module_13559
chr22	31198666	31199166	Module_24355
chr15	31214202	31215209	Module_11666
chr22	31218239	31218798	Module_24356
chr16	31225953	31227122	Module_13560
chr12	31227302	31227802	Module_8053
chr17	31236684	31237536	Module_15106
chr17	31239170	31239670	Module_15107
chr17	31244946	31245446	Module_15108
chr13	31248065	31248590	Module_9711
chr17	31256514	31257014	Module_15109
chr16	31256725	31257466	Module_13561
chr17	31263719	31264542	Module_15110
chr20	31268980	31269549	Module_22658
chr12	31270020	31270588	Module_8054
chr12	31271546	31272220	Module_8055
chr22	31277387	31277887	Module_24357
chr22	31286527	31287137	Module_24358
chr15	31296480	31296980	Module_11667
chr1	31297056	31297661	Module_930
chr1	31313768	31314268	Module_931
chr15	31316326	31317084	Module_11668
chr1	31317450	31317950	Module_932
chr20	31319710	31320210	Module_22659
chr17	31325426	31325926	Module_15111
chr22	31328343	31328843	Module_24359
chr20	31332488	31333127	Module_22660
chr20	31337685	31338382	Module_22661
chr20	31339530	31340287	Module_22662
chr22	31343168	31343668	Module_24360
chr20	31344000	31344629	Module_22663
chr20	31350815	31351315	Module_22664
chr20	31352256	31352958	Module_22665
chr2	31352600	31353526	Module_19845
chr2	31354664	31355164	Module_19846
chr2	31359776	31360276	Module_19847
chr20	31359808	31360308	Module_22666
chr2	31360008	31360670	Module_19848
chr1	31360240	31361536	Module_933
chr20	31366152	31366652	Module_22667
chr20	31367077	31367879	Module_22668
chr1	31367856	31368723	Module_934
chr20	31368310	31368844	Module_22669
chr1	31368369	31368869	Module_935
chr20	31368443	31368943	Module_22670
chr1	31368488	31368988	Module_936
chr20	31368502	31369082	Module_22671
chr1	31368735	31369235	Module_937
chr15	31371610	31372110	Module_11669
chr11	31373402	31373902	Module_5972
chr1	31374916	31375416	Module_938
chr1	31375932	31376432	Module_939
chr1	31378780	31379790	Module_940
chr1	31383937	31384814	Module_941
chr2	31385523	31386023	Module_19849
chr1	31391821	31392321	Module_942
chr20	31395317	31396037	Module_22672
chr20	31398414	31399202	Module_22673
chr13	31398731	31399231	Module_9712
chr20	31399424	31400096	Module_22674
chr20	31401622	31402122	Module_22675
chr1	31402059	31402689	Module_943
chr13	31406904	31407548	Module_9713
chr2	31415473	31416477	Module_19850
chr22	31416357	31416857	Module_24361
chr20	31417199	31417699	Module_22676
chr10	31422857	31423378	Module_4112
chr2	31430508	31431167	Module_19851
chr12	31432223	31432723	Module_8056
chr2	31435634	31436452	Module_19852
chr15	31442948	31443659	Module_11670
chr11	31443213	31443891	Module_5973
chr11	31444062	31444562	Module_5974
chr13	31444214	31444950	Module_9714
chr13	31445434	31446057	Module_9715
chr20	31445901	31446401	Module_22677
chr13	31446923	31447604	Module_9716
chr16	31462825	31463524	Module_13562
chr16	31464723	31465223	Module_13563
chr11	31465167	31465841	Module_5975
chr14	31466196	31466798	Module_10549
chr16	31469292	31469792	Module_13564
chr16	31470908	31471408	Module_13565
chr13	31472280	31472780	Module_9717
chr2	31476149	31477232	Module_19853
chr12	31477945	31478508	Module_8057
chr2	31479540	31480208	Module_19854
chr22	31480703	31481720	Module_24362
chr16	31483053	31483649	Module_13566
chr22	31486937	31487437	Module_24363
chr16	31487943	31488465	Module_13567
chr16	31488622	31489457	Module_13568
chr15	31489563	31490063	Module_11671
chr2	31492414	31492914	Module_19855
chr15	31492752	31493507	Module_11672
chr12	31493204	31493757	Module_8058
chr11	31493279	31493845	Module_5976
chr22	31494431	31495275	Module_24364
chr16	31498703	31500199	Module_13569
chr22	31500737	31501551	Module_24365
chr12	31506732	31507296	Module_8059
chr22	31514880	31515380	Module_24366
chr12	31515000	31515611	Module_8060
chr12	31515719	31516377	Module_8061
chr22	31516082	31516582	Module_24367
chr15	31516208	31517088	Module_11673
chr15	31521304	31521866	Module_11674
chr12	31521630	31522586	Module_8062
chr22	31523157	31523727	Module_24368
chr12	31523597	31524320	Module_8063
chr14	31529500	31530000	Module_10550
chr5	31533206	31533706	Module_29414
chr12	31538584	31539084	Module_8064
chr12	31539221	31539743	Module_8065
chr16	31540208	31541439	Module_13570
chr22	31544765	31545553	Module_24369
chr1	31545081	31545581	Module_944
chr3	31546809	31547488	Module_25348
chr16	31548575	31549334	Module_13571
chr13	31553158	31553894	Module_9718
chr2	31556145	31556645	Module_19856
chr15	31562935	31563435	Module_11675
chr22	31565485	31566463	Module_24370
chr3	31574697	31575285	Module_25349
chr11	31579590	31580090	Module_5977
chr13	31585385	31585908	Module_9719
chr15	31588773	31589407	Module_11676
chr15	31595058	31595597	Module_11677
chr15	31598569	31599221	Module_11678
chr15	31600376	31601010	Module_11679
chr3	31603718	31604378	Module_25350
chr15	31604370	31604870	Module_11680
chr22	31607866	31608513	Module_24371
chr10	31608809	31609370	Module_4113
chr10	31609550	31610050	Module_4114
chr15	31611153	31611653	Module_11681
chr15	31611864	31612461	Module_11682
chr15	31617835	31618335	Module_11683
chr5	31618510	31619062	Module_29415
chr15	31619877	31620665	Module_11684
chr15	31621371	31621903	Module_11685
chr11	31623256	31623756	Module_5978
chr22	31625293	31625924	Module_24372
chr1	31627414	31628545	Module_945
chr22	31637183	31637683	Module_24373
chr22	31639813	31640453	Module_24374
chr22	31649858	31650464	Module_24375
chr15	31653714	31654214	Module_11686
chr15	31657717	31658372	Module_11687
chr22	31665756	31666467	Module_24376
chr22	31668577	31669116	Module_24377
chr12	31671597	31672138	Module_8066
chr22	31680416	31680916	Module_24378
chr22	31686503	31687249	Module_24379
chr1	31687854	31688354	Module_946
chr1	31688847	31689347	Module_947
chr15	31689288	31689798	Module_11688
chr7	31690605	31691339	Module_33874
chr14	31698792	31699370	Module_10551
chr1	31700516	31701016	Module_948
chr7	31702539	31703065	Module_33875
chr22	31709237	31709877	Module_24380
chr14	31713018	31713828	Module_10552
chr12	31713412	31713945	Module_8067
chr16	31725679	31726355	Module_13572
chr7	31727927	31728427	Module_33876
chr7	31728577	31729077	Module_33877
chr13	31735056	31735627	Module_9720
chr22	31738426	31740034	Module_24381
chr22	31743334	31743864	Module_24382
